"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-10-03","94.2","-1.24","5.88","Trivino, Lou",488771,642152,,"ball",,,,,14,"Jason Castro singles on a ground ball to left fielder Mark Canha.","R","L","R","HOU","OAK","B",,,2,0,2021,"-0.88","1.09","1.15","1.07",,,,0,9,"Bot",,,,,543228,,,8.136167041052358,-136.68328442840567,-9.147741697711682,-12.812006130430602,31.533121508317453,-16.63788078821689,"3.77","1.83",,,,"93.9",1828,"6.4",632245,642152,543228,664913,643393,640461,518902,592192,516782,621450,"54.1",,,,,,,,72,3,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Infield shift","Standard",230,"0","0.127"
"SI","2021-10-03","98.5","-1.02","6.47","Holmes, Clay",668227,605280,,"called_strike",,,,,6,"Randy Arozarena strikes out swinging.","R","R","R","NYY","TB","S",,,1,1,2021,"-1.28","0.66","0.37","2.47",,,,2,5,"Top",,,,,596142,,,6.744663003649686,-143.1895796680054,-6.952449308402948,-19.190143355234923,31.638450393447723,-21.726132913117592,"3.45","1.68",,,,"98.5",2323,"6.2",632239,605280,596142,519203,650402,596059,570482,608336,458731,592450,"54.25",,,,,,,,33,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",222,"0","-0.027"
"SL","2021-10-03","88.8","-1.05","6.45","Holmes, Clay",668227,605280,,"ball",,,,,14,"Randy Arozarena strikes out swinging.","R","R","R","NYY","TB","B",,,0,1,2021,"-0.04","-0.05","2.64","-0.14",,,,2,5,"Top",,,,,596142,,,9.05283052528046,-128.8156828245569,-9.92844338113105,-2.220411185951137,25.801916264078017,-30.888309786836174,"3.44","1.66",,,,"88.5",2425,"6.2",632239,605280,596142,519203,650402,596059,570482,608336,458731,592450,"54.29",,,,,,,,33,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",18,"0","0.014"
"SI","2021-10-03","93.9","1.72","5.79","Peralta, Wandy",596847,593974,,"ball",,,,,13,"Ji-Man Choi walks.","R","L","L","NYY","TB","B",,,0,0,2021,"1.45","0.73","-0.33","0.85",,640457,,1,4,"Top",,,,,596142,,,-8.40761731471579,-136.2382176251087,-8.567493013719194,19.933881179289603,30.069186880863178,-21.338171568546112,"3.33","1.56",,,,"92.9",2243,"5.9",632239,593974,596142,519203,650402,596059,570482,608336,458731,592450,"54.62",,,,,,,,24,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",127,"0","0.032"
"SI","2021-10-03","95.6","-1.09","5.9","Trivino, Lou",488771,642152,,"ball",,,,,14,"Jason Castro singles on a ground ball to left fielder Mark Canha.","R","L","R","HOU","OAK","B",,,1,0,2021,"-1.56","0.68","0.65","0.67",,,,0,9,"Bot",,,,,543228,,,8.063410718659272,-138.74641128009722,-9.674475782027153,-21.93836532947851,31.211128024724932,-21.380641411116,"3.8","1.8",,,,"95.5",1955,"6.4",632245,642152,543228,664913,643393,640461,518902,592192,516782,621450,"54.13",,,,,,,,72,2,"Sinker",6,6,6,6,6,6,6,6,"Infield shift","Standard",228,"0","0.07"
"FF","2021-10-03","95.7","1.78","6.01","Peralta, Wandy",640457,593974,"double","hit_into_play",,,,,7,"Austin Meadows doubles (29) on a ground ball to left fielder Joey Gallo.","R","L","L","NYY","TB","X",7,"ground_ball",0,0,2021,"0.78","1.18","-0.68","1.83",,,,1,4,"Top",69.07,120.39,,,596142,,,-8.14423402616632,-138.81570728656814,-7.8615234746298,12.071617255381252,35.0347488735032,-15.269055731542988,"3.49","1.6",4,"68.4",-27,"94",2189,"5.7",632239,593974,596142,519203,650402,596059,570482,608336,458731,592450,"54.77",0.051,0.051,"1.25",1,1,1,2,23,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",131,"-0.051","0.41"
"SL","2021-10-03","87.2","-1.14","6.5","Holmes, Clay",668227,605280,,"called_strike",,,,,9,"Randy Arozarena strikes out swinging.","R","R","R","NYY","TB","S",,,0,0,2021,"0.08","-0.16","0.66","1.72",,,,2,5,"Top",,,,,596142,,,4.161753696381357,-126.96051422265761,-5.017844721035112,0.02668962717663372,24.90651341495983,-33.14163902360737,"3.43","1.69",,,,"87.1",2441,"6.1",632239,605280,596142,519203,650402,596059,570482,608336,458731,592450,"54.43",,,,,,,,33,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",31,"0","-0.018"
"SI","2021-10-03","95","-1.1","5.86","Trivino, Lou",488771,642152,,"ball",,,,,14,"Jason Castro singles on a ground ball to left fielder Mark Canha.","R","L","R","HOU","OAK","B",,,0,0,2021,"-1.6","0.46","1.69","-0.54",,,,0,9,"Bot",,,,,543228,,,10.841957462795435,-137.4163384686756,-12.043952150479358,-22.613991859519473,30.335157794491945,-23.767594308657955,"3.77","1.8",,,,"94.7",1897,"6.5",632245,642152,543228,664913,643393,640461,518902,592192,516782,621450,"54.04",,,,,,,,72,1,"Sinker",6,6,6,6,6,6,6,6,"Infield shift","Standard",234,"0","0.038"
"CH","2021-10-01","87","-1.11","5.86","Trivino, Lou",676694,642152,"field_out","hit_into_play",,,,,5,"Jake Meyers grounds out, third baseman Josh Harrison to first baseman Matt Olson.","R","R","R","HOU","OAK","X",5,"ground_ball",0,1,2021,"-1.36","-0.02","-0.05","2.2",670541,621043,,2,9,"Bot",99.19,171.23,,,543228,,,5.361782113278537,-126.61838576005191,-2.573354530284287,-15.728630311088612,25.871648274683185,-32.115039657810065,"3.37","1.53",3,"79.4",-41,"87.6",1732,"6.6",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"53.86",0.109,0.113,"0",1,0,0,2,84,2,"Changeup",6,8,6,8,8,6,6,8,"Standard","Standard",268,"-0.14","-0.469"
"SI","2021-10-01","94.4","-1.06","5.9","Trivino, Lou",676694,642152,,"called_strike",,,,,11,"Jake Meyers grounds out, third baseman Josh Harrison to first baseman Matt Olson.","R","R","R","HOU","OAK","S",,,0,0,2021,"-1.51","0.5","-0.27","3.3",670541,621043,,2,9,"Bot",,,,,543228,,,5.4598273220797395,-137.3894458487452,-2.190557037027353,-20.379452467814573,30.11056397876569,-25.58441796411423,"3.1","1.5",,,,"94.8",1971,"6.5",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.02",,,,,,,,84,1,"Sinker",6,8,6,8,8,6,6,8,"Standard","Standard",225,"0","-0.123"
"CH","2021-10-01","87.4","-1.14","5.81","Trivino, Lou",488726,642152,"field_out","hit_into_play",,,,,14,"Michael Brantley grounds out softly, pitcher Lou Trivino to first baseman Matt Olson.   Yordan Alvarez to 3rd.    Carlos Correa to 2nd.","R","L","R","HOU","OAK","X",1,"ground_ball",1,1,2021,"-1.46","-0.1","0.53","1.14",,670541,621043,1,9,"Bot",121.57,190.59,,,543228,,,7.019700720529903,-126.91694294591092,-4.821020919510289,-17.19453729528011,28.975054644077467,-32.32676363272026,"3.47","1.59",1,"32.5",-62,"86.9",1784,"6.4",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.14",0.149,0.134,"0",1,0,0,1,83,3,"Changeup",6,8,6,8,8,6,6,8,"Standard","Standard",269,"-0.053","-0.597"
"CU","2021-10-01","77.1","-0.92","6.1","Trivino, Lou",488726,642152,,"called_strike",,,,,13,"Michael Brantley grounds out softly, pitcher Lou Trivino to first baseman Matt Olson.   Yordan Alvarez to 3rd.    Carlos Correa to 2nd.","R","L","R","HOU","OAK","S",,,1,0,2021,"1.11","-0.66","-0.05","1.27",,670541,621043,1,9,"Bot",,,,,543228,,,-0.16982066647009042,-112.19198145565909,-1.9912361461544066,9.260763056409646,23.744802248427703,-37.50778058748163,"3.26","1.47",,,,"76.7",2168,"6.4",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.12",,,,,,,,83,2,"Curveball",6,8,6,8,8,6,6,8,"Standard","Standard",50,"0","-0.105"
"CH","2021-10-01","86","-1.05","5.9","Trivino, Lou",488726,642152,,"ball",,,,,14,"Michael Brantley grounds out softly, pitcher Lou Trivino to first baseman Matt Olson.   Yordan Alvarez to 3rd.    Carlos Correa to 2nd.","R","L","R","HOU","OAK","B",,,0,0,2021,"-1.5","-0.17","0.91","1.04",,670541,621043,1,9,"Bot",,,,,543228,,,7.679940070362334,-124.8552112366366,-4.792791186377966,-17.321563478532212,29.37063220623693,-33.03146869840526,"3.35","1.59",,,,"85.3",1707,"6.4",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.15",,,,,,,,83,1,"Changeup",6,8,6,8,8,6,6,8,"Standard","Standard",267,"0","0.093"
"SI","2021-10-01","95","-0.86","5.9","Trivino, Lou",514888,642152,"strikeout","called_strike",,,,,9,"Jose Altuve called out on strikes.","R","R","R","HOU","OAK","S",2,,1,2,2021,"-1.36","0.87","0.38","1.67",,670541,621043,0,9,"Bot",,,,,543228,,,6.323304780269578,-138.06689973722166,-7.32019309824602,-18.870200311141726,32.46125592983764,-19.58376550583078,"2.86","1.45",,,,"95",1994,"6.5",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.04",,,"0",1,0,0,,82,5,"Sinker",6,8,6,8,8,6,6,8,"Standard","Strategic",225,"-0.119","-0.463"
"SI","2021-10-01","96.6","-0.87","6.44","Holmes, Clay",650490,605280,"walk","ball",,,,,3,"Yandy Diaz walks.","R","R","R","NYY","TB","B",,,3,0,2021,"-0.89","0.48","0.55","3.06",,,,2,6,"Top",,,,,543309,,,5.7747771456245625,-140.65716778568424,-4.546181005164241,-13.105147871181263,30.258264564072928,-24.91948392092378,"3.52","1.6",,,,"96.4",2055,"6",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.48",,,"0.7",1,0,0,,41,4,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",222,"-0.014","0.046"
"SI","2021-10-01","94.4","-1","5.94","Trivino, Lou",514888,642152,,"foul",,,,,5,"Jose Altuve called out on strikes.","R","R","R","HOU","OAK","S",,,1,2,2021,"-1.27","0.59","0.18","2.41",,670541,621043,0,9,"Bot",,,,,543228,,,5.89517176477602,-137.3640854671766,-4.79800536665736,-17.3384871606291,31.75751317604967,-23.84457186870472,"3.1","1.45",222,"74.1",26,"94.4",2085,"6.4",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.12",,,,,,,,82,4,"Sinker",6,8,6,8,8,6,6,8,"Standard","Strategic",221,"0","0"
"CH","2021-10-01","87.3","-1.05","5.85","Trivino, Lou",514888,642152,,"blocked_ball",,,,,14,"Jose Altuve called out on strikes.","R","R","R","HOU","OAK","B",,,0,2,2021,"-1.29","-0.19","1.16","0.48",,670541,621043,0,9,"Bot",,,,,543228,,,8.011758326778347,-126.69218507108886,-6.263686869676683,-15.631700677274878,31.171202910025357,-32.83868131040408,"2.86","1.45",,,,"86.9",1909,"6.6",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"53.87",,,,,,,,82,3,"Changeup",6,8,6,8,8,6,6,8,"Standard","Strategic",265,"0","0.072"
"SI","2021-10-01","96.8","-1.02","6.49","Holmes, Clay",650490,605280,,"ball",,,,,11,"Yandy Diaz walks.","R","R","R","NYY","TB","B",,,2,0,2021,"-1.26","0.32","-0.62","3.72",,,,2,6,"Top",,,,,543309,,,3.9061394424927602,-140.9921539867898,-2.553667857151387,-17.682811951528393,33.0625382061925,-27.552929513859947,"3.56","1.68",,,,"96",2143,"5.8",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.66",,,,,,,,41,3,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",219,"0","0.038"
"SI","2021-10-01","94.7","1.34","5.95","Peralta, Wandy",595281,593974,"hit_by_pitch","hit_by_pitch",,,,,12,"Kevin Kiermaier hit by pitch.    Francisco Mejia to 2nd.","R","L","L","NYY","TB","B",,,0,0,2021,"1.79","0.83","3.06","2.89",,,642336,2,7,"Top",,,,,543309,,,0.4994746158344199,-137.8887693182384,-4.0875167717901215,22.605378667728562,33.148370683467704,-20.95834708359394,"3.41","1.56",,,,"93.5",2253,"5.7",632282,593974,543309,519203,650402,596059,570482,608336,458731,592450,"54.78",,,"0.7",1,0,0,,50,1,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",129,"-0.021","0.225"
"SI","2021-10-01","96.8","-0.99","6.43","Holmes, Clay",650490,605280,,"ball",,,,,1,"Yandy Diaz walks.","R","R","R","NYY","TB","B",,,1,0,2021,"-1.02","0.68","-0.58","3.5",,,,2,6,"Top",,,,,543309,,,3.39127211640277,-140.9438765323955,-3.8083791347263802,-14.339088888415914,31.744890608447452,-22.44802559284855,"3.56","1.7",,,,"96.4",2166,"6",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.5",,,,,,,,41,2,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",221,"0","0.024"
"SI","2021-10-01","94.5","0.62","6.27","Peralta, Wandy",642336,593974,"single","hit_into_play",,,,,14,"Francisco Mejia singles on a line drive to right fielder Aaron Judge.","R","R","L","NYY","TB","X",9,"line_drive",0,1,2021,"1.53","1.27","1.12","2.23",,,,2,7,"Top",181.14,122.31,,,543309,,,-2.1098393233595867,-137.39133281384696,-7.549200833848389,19.84289990681352,31.964140135793127,-14.633729737724696,"3.26","1.48",191,"70.4",19,"93.4",2201,"5.8",632282,593974,543309,519203,650402,596059,570482,608336,458731,592450,"54.73",0.834,0.771,"0.9",1,1,0,4,49,2,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",136,"-0.014","0.139"
"CH","2021-10-01","87.1","-1.04","5.9","Trivino, Lou",514888,642152,,"swinging_strike",,,,,9,"Jose Altuve called out on strikes.","R","R","R","HOU","OAK","S",,,0,1,2021,"-1.17","0.05","0.71","1.38",,670541,621043,0,9,"Bot",,,,,543228,,,6.636986207261925,-126.47984944840623,-4.670497445032619,-13.989570834385436,30.11766743278121,-30.787903398517024,"3.1","1.45",,,,"86.7",1841,"6.5",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"53.96",,,,,,,,82,2,"Changeup",6,8,6,8,8,6,6,8,"Standard","Strategic",267,"0","-0.114"
"SI","2021-10-01","95.5","0.98","6.09","Peralta, Wandy",642336,593974,,"called_strike",,,,,9,"Francisco Mejia singles on a line drive to right fielder Aaron Judge.","R","R","L","NYY","TB","S",,,0,0,2021,"1.48","1.21","0.62","1.72",,,,2,7,"Top",,,,,543309,,,-4.22030134269118,-138.81642722670708,-8.530105412347064,20.147980674568316,31.077385789293537,-14.76290539017635,"3.32","1.53",,,,"94.6",2232,"5.8",632282,593974,543309,519203,650402,596059,570482,608336,458731,592450,"54.68",,,,,,,,49,1,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",138,"0","-0.018"
"SI","2021-10-01","96.3","-1.12","6.41","Holmes, Clay",650490,605280,,"ball",,,,,11,"Yandy Diaz walks.","R","R","R","NYY","TB","B",,,0,0,2021,"-0.93","0.47","-0.79","3.73",,,,2,6,"Top",,,,,543309,,,2.9618639201387125,-140.28651386124062,-2.6111834605448543,-12.925709346856951,31.136502546101205,-25.62911370719315,"3.57","1.75",,,,"95.9",2048,"6",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.53",,,,,,,,41,1,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",221,"0","0.016"
"CU","2021-10-01","77.7","-0.81","6.21","Trivino, Lou",514888,642152,,"swinging_strike",,,,,14,"Jose Altuve called out on strikes.","R","R","R","HOU","OAK","S",,,0,0,2021,"1.02","-0.75","1.61","1.3",,670541,621043,0,9,"Bot",,,,,543228,,,3.3165767114892004,-113.08666459458998,-2.107169144250247,7.893962560393032,24.264402359151973,-38.28736272873104,"3.1","1.45",,,,"76.9",2265,"6.1",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.39",,,,,,,,82,1,"Curveball",6,8,6,8,8,6,6,8,"Standard","Strategic",56,"0","-0.101"
"FF","2021-10-01","94.8","-0.96","5.92","Trivino, Lou",621043,642152,"walk","ball",,,,,14,"Carlos Correa walks.","R","R","R","HOU","OAK","B",,,3,2,2021,"-0.6","1.13","0.99","1.47",,670541,,0,9,"Bot",,,,,543228,,,6.419945606029914,-137.6785809063236,-8.38307569582571,-9.126978569335378,34.72172359405221,-16.05340029986304,"3.4","1.63",,,,"94.3",1941,"6.4",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.09",,,"0.7",1,0,0,,81,8,"4-Seam Fastball",6,8,6,8,8,6,6,8,"Strategic","Strategic",227,"0.119","0.379"
"SI","2021-10-01","98.5","-0.97","6.43","Holmes, Clay",443558,605280,"field_out","hit_into_play",,,,,6,"Nelson Cruz grounds out sharply, second baseman Gleyber Torres to first baseman Anthony Rizzo.","R","R","R","NYY","TB","X",4,"ground_ball",1,2,2021,"-1.47","0.24","0.38","2.54",,,,1,6,"Top",128.91,129.84,,,543309,,,7.032856603845504,-143.10369595301552,-5.564484703607953,-21.83558348518545,35.809094039276474,-27.66097059709649,"3.47","1.59",6,"100.9",-20,"97.4",2166,"5.9",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.57",0.149,0.136,"0",1,0,0,2,40,4,"Sinker",1,2,2,1,2,1,2,1,"Strategic","Standard",228,"0.018","-0.114"
"SI","2021-10-01","95","1.23","6.11","Peralta, Wandy",621563,593974,"strikeout","swinging_strike",,,,,7,"Joey Wendle strikes out swinging.","R","L","L","NYY","TB","S",2,,0,2,2021,"1.6","1.01","-0.51","1.8",,,,1,7,"Top",,,,,543309,,,-8.012793163835266,-137.923870533318,-7.760272721569497,22.233543996941393,30.68550768730725,-17.654417217603722,"3.41","1.56",,,,"93.7",2212,"5.6",632282,593974,543309,519203,650402,596059,570482,608336,458731,592450,"54.87",,,"0",1,0,0,,48,3,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",137,"0.018","-0.101"
"SI","2021-10-01","96.2","1","6.16","Peralta, Wandy",621563,593974,,"foul",,,,,4,"Joey Wendle strikes out swinging.","R","L","L","NYY","TB","S",,,0,1,2021,"1.4","0.98","-0.35","2.76",,,,1,7,"Top",,,,,543309,,,-6.643022050223133,-139.88887666428795,-5.582098191606971,19.850835154909817,31.304012009823133,-18.2877237750132,"3.41","1.56",263,"84.1",41,"95",2100,"5.6",632282,593974,543309,519203,650402,596059,570482,608336,458731,592450,"54.89",,,,,,,,48,2,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",135,"0","-0.035"
"SL","2021-10-01","88.6","-0.82","6.52","Holmes, Clay",443558,605280,,"swinging_strike",,,,,6,"Nelson Cruz grounds out sharply, second baseman Gleyber Torres to first baseman Anthony Rizzo.","R","R","R","NYY","TB","S",,,1,1,2021,"0","-0.38","0.75","2.23",,,,1,6,"Top",,,,,543309,,,3.809361373869934,-128.99458525371136,-3.5964203727945208,-0.8146732356600722,26.476257963585248,-35.926543719162865,"3.47","1.59",,,,"88",2493,"5.9",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.63",,,,,,,,40,3,"Slider",1,2,2,1,2,1,2,1,"Strategic","Standard",12,"0","-0.043"
"SI","2021-10-01","94.7","-0.86","5.95","Trivino, Lou",621043,642152,,"foul",,,,,2,"Carlos Correa walks.","R","R","R","HOU","OAK","S",,,3,2,2021,"-1.15","0.58","-0.04","2.99",,670541,,0,9,"Bot",,,,,543228,,,4.722108704963845,-137.86749253707964,-3.3990239660986856,-15.76224115954953,29.82199653874228,-24.16552945261103,"3.55","1.63",241,"77.7",44,"95",1771,"6.4",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.13",,,,,,,,81,7,"Sinker",6,8,6,8,8,6,6,8,"Standard","Strategic",220,"0","0"
"CH","2021-10-01","87.1","1.79","5.63","Peralta, Wandy",621563,593974,,"swinging_strike",,,,,14,"Joey Wendle strikes out swinging.","R","L","L","NYY","TB","S",,,0,0,2021,"1.56","0.22","0.46","1.15",,,,1,7,"Top",,,,,543309,,,-6.328315843121635,-126.56136203030961,-4.950980628617084,18.11026996652438,27.180162565770782,-28.943715653977993,"3.41","1.56",,,,"86",2180,"5.8",632282,593974,543309,519203,650402,596059,570482,608336,458731,592450,"54.7",,,,,,,,48,1,"Changeup",1,2,2,1,2,1,2,1,"Standard","Standard",120,"0","-0.027"
"SI","2021-10-01","98.1","-1","6.47","Holmes, Clay",443558,605280,,"foul",,,,,5,"Nelson Cruz grounds out sharply, second baseman Gleyber Torres to first baseman Anthony Rizzo.","R","R","R","NYY","TB","S",,,1,0,2021,"-1.37","0.36","0.05","2.7",,,,1,6,"Top",,,,,543309,,,5.972171156550204,-142.79524143309288,-5.556452443058251,-20.080083381466647,31.66586394501675,-26.242385668625655,"3.47","1.59",1,"70.3",-59,"97.9",2150,"6.1",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.42",,,,,,,,40,2,"Sinker",1,2,2,1,2,1,2,1,"Strategic","Standard",225,"0","-0.032"
"CH","2021-10-01","87.8","-1.13","5.92","Trivino, Lou",621043,642152,,"foul",,,,,14,"Carlos Correa walks.","R","R","R","HOU","OAK","S",,,3,2,2021,"-1.29","0.08","0.58","1.34",,670541,,0,9,"Bot",,,,,543228,,,6.850130416011589,-127.62966549158124,-5.069529891623727,-15.59243014184574,28.703421967381704,-30.33225560594077,"3.55","1.63",4,"73",-21,"87.6",1819,"6.5",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"54.05",,,,,,,,81,6,"Changeup",6,8,6,8,8,6,6,8,"Standard","Strategic",262,"0","0"
"SI","2021-10-01","95.4","-1.01","5.91","Trivino, Lou",621043,642152,,"ball",,,,,13,"Carlos Correa walks.","R","R","R","HOU","OAK","B",,,2,2,2021,"-1.41","0.59","-0.2","1.43",,670541,,0,9,"Bot",,,,,543228,,,5.338353790049029,-138.69280483050818,-7.437567500165435,-19.383110862823017,32.72961855246302,-23.083742517845018,"3.37","1.63",,,,"95.6",2005,"6.6",632279,642152,543228,621566,643393,543281,518902,592192,516782,640461,"53.95",,,,,,,,81,5,"Sinker",6,8,6,8,8,6,6,8,"Standard","Standard",225,"0","0.137"
"SL","2021-10-01","88","-1.01","6.51","Holmes, Clay",443558,605280,,"ball",,,,,11,"Nelson Cruz grounds out sharply, second baseman Gleyber Torres to first baseman Anthony Rizzo.","R","R","R","NYY","TB","B",,,0,0,2021,"0.27","-0.24","-0.09","3.85",,,,1,6,"Top",,,,,543309,,,1.6580147919313666,-128.2434643010957,0.10055018443837582,2.681184491089442,25.10655533815068,-35.064151747091294,"3.68","1.76",,,,"87.5",2478,"5.8",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.7",,,,,,,,40,1,"Slider",1,2,2,1,2,1,2,1,"Strategic","Standard",59,"0","0.026"
"CH","2021-10-01","87.3","1.71","5.48","Peralta, Wandy",622534,593974,"strikeout","swinging_strike",,,,,14,"Manuel Margot strikes out swinging.","R","R","L","NYY","TB","S",2,,0,2,2021,"1.51","0.16","1.1","1.8",,,,0,7,"Top",,,,,543309,,,-4.4994127690587655,-127.03787646449574,-2.9817119200436526,17.211912632696528,27.176806604506915,-30.016309361513898,"3.32","1.51",,,,"86.3",2112,"5.7",632282,593974,543309,519203,650402,596059,570482,608336,458731,592450,"54.77",,,"0",1,0,0,,47,4,"Changeup",1,2,2,1,2,1,2,1,"Standard","Standard",119,"0.024","-0.152"
"SI","2021-10-01","98.4","-1.05","6.41","Holmes, Clay",677551,605280,"field_out","hit_into_play",,,,,5,"Wander Franco grounds out, pitcher Clay Holmes to first baseman Anthony Rizzo.","R","L","R","NYY","TB","X",1,"ground_ball",0,2,2021,"-1.56","0.25","-0.02","2.31",,,,0,6,"Top",139.93,176.14,,,543309,,,6.353520076733789,-143.07141124137084,-6.143365801471712,-22.816961362736027,36.2447131354927,-27.475186157727414,"3.3","1.5",8,"90.2",-16,"97.5",2250,"6",632282,605280,543309,519203,650402,596059,570482,608336,458731,592450,"54.47",0.134,0.137,"0",1,0,0,2,39,3,"Sinker",1,2,2,1,2,1,2,1,"Infield shift","Standard",229,"0.024","-0.152"
